iter,time,reward,steps,convergence
1,0.00012060399999924698,-60.28,83.7,89.12
2,0.00033507499999885226,-194.78,196.82,79.73
3,0.0004886749999997164,-39.4,74.7,69.85654470048442
4,0.0005461330000002818,-29.34,106.18,60.41554470048443
5,0.0007953060000005507,-174.4,187.58,50.92864470048441
6,0.0009136349999998572,-1.52,89.5,41.53862470048442
7,0.0010063639999984275,-147.74,174.02,32.08975944485335
8,0.0010774749999988842,-162.0,176.58,22.701363244853354
9,0.0014165330000004417,-155.76,166.54,12.828692005141852
10,0.0016065419999993225,-171.04,179.56,2.953644062095907
11,0.0019905419999997065,28.04,67.96,2.9740648197774577
12,0.002100906999999097,-10.78,93.62,2.487826776841996
13,0.002214115999999322,71.5,30.5,2.5010648392560073
14,0.0022368719999992237,-135.64,165.1,2.066656549479629
15,0.002298313000000718,87.8,11.26,2.0653927595637187
16,0.0023654420000003284,-296.34,159.5,1.5827720431348424
17,0.0024684110000006143,-286.42,151.04,1.1511754211756184
18,0.0025469170000018693,-19.98,33.54,0.6711546464255875
19,0.0025935660000016014,-467.68,141.02,0.66282602541243
20,0.0026282690000005715,28.04,48.36,1.1035166355430022
21,0.0026965350000018873,16.14,52.48,1.0967763143222116
22,0.0029604990000020592,-3.04,74.12,1.0835611213402885
23,0.0030867930000013644,71.94,21.06,1.084732836244467
24,0.003208535000000623,69.96,22.18,1.067332029470775
25,0.003249495000002156,-72.64,110.54,0.6975351333283755
26,0.003319468000002601,-57.0,104.94,0.7075313715339491
27,0.003396837000003927,-41.6,97.38,0.6965092627314036
28,0.0034315390000028145,39.36,44.82,0.7102157337891996
29,0.0034724990000025713,34.46,51.62,0.702173736667875
30,0.003510046000002376,81.74,16.34,0.25159594867508306
31,0.003561246000002072,89.28,10.76,0.23790738126728428
32,0.00360732600000091,91.28,10.72,0.23930346283522255
33,0.0036312200000008232,79.52,20.52,0.20842862036158039
34,0.0036562510000006654,-146.78,160.26,0.22071493731060912
35,0.0037262240000011104,79.48,18.6,0.1979050595016915
36,0.003749549000001906,76.2,18.94,0.1799954132832184
37,0.00377571800000176,90.64,10.38,0.20593999504272772
38,0.0037950600000016266,67.12,25.94,0.16810059766177404
39,0.0038235050000015036,77.54,19.44,0.17879871928092825
40,0.003858776000001285,82.26,14.84,0.6260488990823504
41,0.0038826690000011155,60.94,20.36,0.6252801225391579
42,0.003901443000000171,26.48,52.74,0.6505245259744413
43,0.003943540999999939,92.92,9.08,0.6823245503987678
44,0.003961745999999877,47.5,26.82,0.6984061340964771
45,0.003979381999998921,65.26,19.04,0.6988144721434153
